0,1,2,3
50.0,40.0,23.0,15.0
50.0,40.0,23.0,14.0
50.0,39.0,22.0,14.0
49.0,39.0,22.0,14.0
49.0,39.0,22.0,13.0
48.0,38.0,22.0,13.0
48.0,38.0,22.0,13.0
48.0,38.0,21.0,13.0
47.0,38.0,21.0,13.0
47.0,38.0,21.0,13.0
46.0,38.0,21.0,12.0
46.0,37.0,21.0,12.0
46.0,37.0,20.0,12.0
45.0,37.0,20.0,12.0
45.0,37.0,20.0,12.0
45.0,37.0,20.0,12.0
44.0,36.0,20.0,12.0
43.0,36.0,20.0,11.0
43.0,35.0,20.0,11.0
43.0,35.0,20.0,11.0
43.0,35.0,19.0,11.0
41.0,34.0,19.0,11.0
41.0,34.0,19.0,11.0
41.0,34.0,19.0,11.0
41.0,34.0,19.0,11.0
41.0,34.0,19.0,11.0
41.0,33.0,19.0,11.0
40.0,33.0,19.0,11.0
39.0,33.0,19.0,11.0
39.0,33.0,18.0,11.0
39.0,33.0,18.0,11.0
39.0,32.0,18.0,11.0
38.0,32.0,18.0,10.0
38.0,32.0,18.0,10.0
38.0,32.0,18.0,10.0
38.0,32.0,18.0,10.0
38.0,32.0,18.0,10.0
37.0,31.0,18.0,10.0
37.0,31.0,18.0,10.0
37.0,31.0,17.0,10.0
37.0,30.0,17.0,10.0
37.0,30.0,17.0,10.0
37.0,29.0,17.0,10.0
37.0,29.0,16.0,10.0
37.0,29.0,16.0,10.0
36.0,29.0,16.0,10.0
36.0,29.0,16.0,10.0
36.0,28.0,16.0,10.0
36.0,28.0,16.0,10.0
35.0,28.0,16.0,
35.0,28.0,16.0,
35.0,28.0,15.0,
35.0,27.0,15.0,
34.0,27.0,15.0,
34.0,27.0,15.0,
34.0,27.0,15.0,
34.0,27.0,14.0,
33.0,27.0,14.0,
33.0,27.0,14.0,
33.0,27.0,14.0,
33.0,26.0,14.0,
33.0,26.0,14.0,
33.0,26.0,14.0,
32.0,26.0,14.0,
32.0,26.0,14.0,
32.0,26.0,14.0,
32.0,26.0,14.0,
32.0,26.0,14.0,
32.0,26.0,14.0,
31.0,25.0,14.0,
31.0,25.0,14.0,
31.0,25.0,14.0,
31.0,25.0,14.0,
31.0,25.0,14.0,
31.0,25.0,14.0,
30.0,24.0,14.0,
30.0,24.0,13.0,
30.0,24.0,13.0,
29.0,24.0,13.0,
29.0,23.0,13.0,
29.0,23.0,13.0,
29.0,23.0,13.0,
29.0,23.0,13.0,
29.0,23.0,13.0,
29.0,23.0,13.0,
29.0,23.0,13.0,
28.0,23.0,13.0,
27.0,23.0,13.0,
27.0,23.0,13.0,
27.0,23.0,13.0,
27.0,22.0,13.0,
27.0,22.0,13.0,
27.0,22.0,13.0,
27.0,22.0,12.0,
27.0,22.0,12.0,
26.0,22.0,12.0,
26.0,22.0,12.0,
26.0,22.0,12.0,
26.0,22.0,12.0,
26.0,22.0,12.0,
26.0,22.0,12.0,
26.0,22.0,12.0,
26.0,22.0,12.0,
26.0,22.0,12.0,
26.0,21.0,12.0,
26.0,21.0,12.0,
26.0,21.0,11.0,
26.0,21.0,11.0,
26.0,21.0,11.0,
26.0,21.0,11.0,
26.0,21.0,11.0,
26.0,21.0,11.0,
25.0,21.0,11.0,
25.0,21.0,11.0,
25.0,21.0,11.0,
25.0,21.0,11.0,
25.0,20.0,11.0,
25.0,20.0,11.0,
25.0,20.0,11.0,
25.0,20.0,11.0,
25.0,20.0,11.0,
25.0,20.0,11.0,
25.0,20.0,11.0,
24.0,20.0,11.0,
24.0,20.0,11.0,
24.0,20.0,11.0,
24.0,20.0,10.0,
24.0,20.0,10.0,
24.0,20.0,10.0,
23.0,20.0,10.0,
23.0,20.0,10.0,
23.0,19.0,10.0,
23.0,19.0,10.0,
23.0,19.0,10.0,
23.0,19.0,10.0,
23.0,19.0,10.0,
23.0,19.0,10.0,
23.0,19.0,10.0,
22.0,19.0,10.0,
22.0,19.0,10.0,
22.0,19.0,10.0,
22.0,19.0,10.0,
22.0,19.0,10.0,
22.0,19.0,10.0,
22.0,19.0,10.0,
22.0,18.0,10.0,
21.0,18.0,10.0,
21.0,18.0,,
21.0,18.0,,
21.0,18.0,,
21.0,18.0,,
21.0,18.0,,
21.0,18.0,,
21.0,18.0,,
21.0,18.0,,
21.0,18.0,,
21.0,18.0,,
21.0,17.0,,
21.0,17.0,,
21.0,17.0,,
21.0,17.0,,
21.0,17.0,,
20.0,17.0,,
20.0,17.0,,
20.0,17.0,,
20.0,17.0,,
20.0,17.0,,
20.0,17.0,,
20.0,17.0,,
20.0,17.0,,
20.0,16.0,,
20.0,16.0,,
19.0,16.0,,
19.0,16.0,,
19.0,16.0,,
19.0,16.0,,
19.0,16.0,,
19.0,16.0,,
19.0,16.0,,
19.0,16.0,,
19.0,16.0,,
19.0,16.0,,
19.0,16.0,,
19.0,16.0,,
19.0,16.0,,
19.0,16.0,,
19.0,16.0,,
19.0,16.0,,
18.0,15.0,,
18.0,15.0,,
18.0,15.0,,
18.0,15.0,,
18.0,15.0,,
18.0,15.0,,
18.0,15.0,,
18.0,15.0,,
18.0,15.0,,
18.0,15.0,,
18.0,15.0,,
18.0,15.0,,
18.0,15.0,,
18.0,15.0,,
18.0,15.0,,
18.0,15.0,,
18.0,15.0,,
18.0,15.0,,
18.0,15.0,,
18.0,15.0,,
18.0,15.0,,
17.0,15.0,,
17.0,14.0,,
17.0,14.0,,
17.0,14.0,,
17.0,14.0,,
17.0,14.0,,
17.0,14.0,,
17.0,14.0,,
17.0,14.0,,
17.0,14.0,,
17.0,14.0,,
17.0,14.0,,
17.0,14.0,,
17.0,14.0,,
17.0,14.0,,
17.0,14.0,,
17.0,14.0,,
17.0,14.0,,
16.0,14.0,,
16.0,14.0,,
16.0,14.0,,
16.0,14.0,,
16.0,13.0,,
16.0,13.0,,
16.0,13.0,,
16.0,13.0,,
16.0,13.0,,
16.0,13.0,,
16.0,13.0,,
16.0,13.0,,
16.0,13.0,,
16.0,13.0,,
16.0,13.0,,
16.0,13.0,,
16.0,13.0,,
16.0,13.0,,
16.0,13.0,,
16.0,13.0,,
16.0,13.0,,
16.0,12.0,,
16.0,12.0,,
16.0,12.0,,
16.0,12.0,,
16.0,12.0,,
16.0,12.0,,
16.0,12.0,,
15.0,12.0,,
15.0,12.0,,
15.0,12.0,,
15.0,12.0,,
15.0,12.0,,
15.0,12.0,,
15.0,12.0,,
15.0,12.0,,
15.0,12.0,,
15.0,12.0,,
15.0,12.0,,
15.0,12.0,,
15.0,12.0,,
15.0,12.0,,
15.0,12.0,,
15.0,12.0,,
15.0,12.0,,
15.0,12.0,,
15.0,12.0,,
15.0,12.0,,
15.0,12.0,,
15.0,12.0,,
15.0,12.0,,
15.0,12.0,,
14.0,12.0,,
14.0,11.0,,
14.0,11.0,,
14.0,11.0,,
14.0,11.0,,
14.0,11.0,,
14.0,11.0,,
14.0,11.0,,
14.0,11.0,,
14.0,11.0,,
14.0,11.0,,
14.0,11.0,,
14.0,11.0,,
14.0,11.0,,
14.0,11.0,,
14.0,11.0,,
14.0,11.0,,
14.0,11.0,,
14.0,11.0,,
14.0,11.0,,
14.0,11.0,,
14.0,11.0,,
14.0,11.0,,
14.0,11.0,,
14.0,11.0,,
14.0,11.0,,
14.0,11.0,,
14.0,11.0,,
14.0,11.0,,
14.0,11.0,,
14.0,11.0,,
14.0,11.0,,
14.0,11.0,,
14.0,11.0,,
14.0,11.0,,
13.0,11.0,,
13.0,11.0,,
13.0,11.0,,
13.0,11.0,,
13.0,11.0,,
13.0,10.0,,
13.0,10.0,,
13.0,10.0,,
13.0,10.0,,
13.0,10.0,,
13.0,10.0,,
13.0,10.0,,
13.0,10.0,,
13.0,10.0,,
13.0,10.0,,
13.0,10.0,,
13.0,10.0,,
13.0,10.0,,
13.0,10.0,,
13.0,10.0,,
13.0,10.0,,
13.0,10.0,,
13.0,10.0,,
13.0,10.0,,
13.0,10.0,,
13.0,10.0,,
13.0,10.0,,
13.0,10.0,,
13.0,10.0,,
13.0,10.0,,
13.0,10.0,,
13.0,10.0,,
13.0,10.0,,
13.0,10.0,,
13.0,10.0,,
13.0,10.0,,
13.0,10.0,,
13.0,10.0,,
12.0,10.0,,
12.0,10.0,,
12.0,10.0,,
12.0,10.0,,
12.0,10.0,,
12.0,10.0,,
12.0,10.0,,
12.0,10.0,,
12.0,10.0,,
12.0,10.0,,
12.0,10.0,,
12.0,10.0,,
12.0,10.0,,
12.0,10.0,,
12.0,,,
12.0,,,
12.0,,,
12.0,,,
12.0,,,
12.0,,,
12.0,,,
12.0,,,
12.0,,,
12.0,,,
12.0,,,
12.0,,,
12.0,,,
12.0,,,
12.0,,,
12.0,,,
12.0,,,
12.0,,,
12.0,,,
12.0,,,
12.0,,,
12.0,,,
12.0,,,
12.0,,,
12.0,,,
12.0,,,
12.0,,,
12.0,,,
12.0,,,
12.0,,,
12.0,,,
12.0,,,
12.0,,,
12.0,,,
12.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
11.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
10.0,,,
