0,1
500.0,2538.0
404.0,916.0
303.0,630.0
253.0,589.0
243.0,448.0
238.0,378.0
236.0,369.0
234.0,332.0
223.0,324.0
223.0,281.0
207.0,254.0
196.0,250.0
186.0,233.0
184.0,187.0
181.0,169.0
172.0,161.0
166.0,156.0
166.0,145.0
146.0,128.0
143.0,124.0
134.0,119.0
131.0,112.0
129.0,103.0
120.0,103.0
115.0,103.0
112.0,101.0
109.0,96.0
108.0,92.0
108.0,91.0
106.0,90.0
100.0,89.0
100.0,87.0
100.0,82.0
96.0,81.0
96.0,79.0
94.0,79.0
89.0,78.0
88.0,75.0
83.0,71.0
82.0,71.0
80.0,69.0
78.0,68.0
78.0,63.0
75.0,63.0
75.0,60.0
73.0,60.0
73.0,58.0
70.0,58.0
70.0,57.0
70.0,57.0
67.0,56.0
66.0,56.0
66.0,55.0
64.0,54.0
62.0,52.0
61.0,52.0
59.0,52.0
59.0,52.0
59.0,52.0
57.0,51.0
56.0,50.0
55.0,50.0
55.0,49.0
55.0,48.0
54.0,48.0
54.0,48.0
53.0,47.0
53.0,47.0
52.0,47.0
51.0,44.0
50.0,43.0
50.0,43.0
50.0,42.0
49.0,42.0
49.0,41.0
49.0,41.0
48.0,41.0
47.0,40.0
45.0,40.0
44.0,40.0
44.0,39.0
44.0,38.0
43.0,38.0
42.0,38.0
41.0,38.0
41.0,38.0
41.0,37.0
41.0,36.0
41.0,36.0
41.0,36.0
41.0,35.0
41.0,35.0
41.0,34.0
40.0,34.0
40.0,34.0
39.0,34.0
39.0,34.0
39.0,33.0
39.0,33.0
38.0,33.0
38.0,33.0
38.0,33.0
37.0,33.0
37.0,32.0
37.0,32.0
36.0,32.0
36.0,32.0
36.0,31.0
36.0,31.0
36.0,31.0
35.0,31.0
35.0,31.0
35.0,30.0
35.0,30.0
35.0,30.0
35.0,29.0
34.0,29.0
34.0,29.0
33.0,29.0
32.0,29.0
32.0,28.0
32.0,28.0
32.0,28.0
32.0,28.0
31.0,28.0
31.0,28.0
30.0,28.0
30.0,28.0
30.0,27.0
30.0,27.0
30.0,27.0
30.0,27.0
30.0,27.0
29.0,27.0
29.0,26.0
29.0,26.0
29.0,26.0
28.0,25.0
28.0,25.0
28.0,25.0
28.0,25.0
28.0,25.0
28.0,25.0
28.0,25.0
28.0,24.0
28.0,24.0
28.0,24.0
28.0,24.0
27.0,24.0
27.0,24.0
27.0,24.0
27.0,23.0
27.0,23.0
27.0,23.0
26.0,23.0
26.0,23.0
26.0,23.0
25.0,23.0
25.0,23.0
25.0,23.0
25.0,23.0
25.0,23.0
25.0,23.0
25.0,23.0
25.0,22.0
25.0,22.0
25.0,22.0
25.0,22.0
25.0,22.0
25.0,22.0
24.0,22.0
24.0,22.0
24.0,22.0
24.0,22.0
24.0,22.0
24.0,22.0
24.0,21.0
24.0,21.0
24.0,21.0
23.0,21.0
23.0,21.0
23.0,21.0
23.0,21.0
23.0,21.0
23.0,21.0
23.0,20.0
23.0,20.0
23.0,20.0
22.0,20.0
22.0,20.0
22.0,20.0
22.0,20.0
22.0,20.0
22.0,20.0
22.0,20.0
22.0,20.0
22.0,19.0
22.0,19.0
22.0,19.0
22.0,19.0
22.0,19.0
22.0,19.0
21.0,19.0
21.0,19.0
21.0,19.0
21.0,18.0
21.0,18.0
21.0,18.0
21.0,18.0
21.0,18.0
21.0,18.0
21.0,18.0
21.0,18.0
21.0,18.0
21.0,18.0
21.0,18.0
21.0,18.0
21.0,18.0
21.0,18.0
20.0,18.0
20.0,17.0
20.0,17.0
20.0,17.0
20.0,17.0
20.0,17.0
20.0,17.0
20.0,17.0
20.0,17.0
20.0,17.0
19.0,17.0
19.0,17.0
19.0,17.0
19.0,16.0
19.0,16.0
19.0,16.0
19.0,16.0
19.0,16.0
19.0,16.0
19.0,16.0
19.0,16.0
19.0,16.0
19.0,16.0
19.0,16.0
19.0,16.0
19.0,16.0
19.0,16.0
19.0,16.0
19.0,16.0
19.0,16.0
18.0,16.0
18.0,16.0
18.0,15.0
18.0,15.0
18.0,15.0
18.0,15.0
18.0,15.0
18.0,15.0
18.0,15.0
18.0,15.0
18.0,15.0
18.0,15.0
18.0,15.0
18.0,15.0
17.0,15.0
17.0,15.0
17.0,15.0
17.0,15.0
17.0,15.0
17.0,15.0
17.0,15.0
17.0,15.0
17.0,15.0
17.0,15.0
17.0,15.0
17.0,15.0
17.0,15.0
17.0,14.0
17.0,14.0
17.0,14.0
17.0,14.0
17.0,14.0
17.0,14.0
17.0,14.0
17.0,14.0
17.0,14.0
17.0,14.0
17.0,14.0
17.0,14.0
17.0,14.0
16.0,14.0
16.0,14.0
16.0,14.0
16.0,14.0
16.0,14.0
16.0,14.0
16.0,14.0
16.0,14.0
16.0,14.0
16.0,14.0
16.0,14.0
16.0,14.0
16.0,14.0
16.0,13.0
15.0,13.0
15.0,13.0
15.0,13.0
15.0,13.0
15.0,13.0
15.0,13.0
15.0,13.0
15.0,13.0
15.0,13.0
15.0,13.0
15.0,13.0
15.0,13.0
15.0,13.0
15.0,13.0
15.0,13.0
15.0,13.0
15.0,13.0
15.0,13.0
15.0,13.0
15.0,13.0
15.0,13.0
15.0,13.0
15.0,12.0
14.0,12.0
14.0,12.0
14.0,12.0
14.0,12.0
14.0,12.0
14.0,12.0
14.0,12.0
14.0,12.0
14.0,12.0
14.0,12.0
14.0,12.0
14.0,12.0
14.0,12.0
14.0,12.0
14.0,12.0
14.0,12.0
14.0,12.0
14.0,12.0
14.0,12.0
14.0,12.0
14.0,12.0
14.0,12.0
14.0,12.0
14.0,12.0
14.0,12.0
14.0,12.0
14.0,12.0
14.0,12.0
14.0,12.0
14.0,12.0
14.0,12.0
13.0,12.0
13.0,12.0
13.0,12.0
13.0,12.0
13.0,12.0
13.0,12.0
13.0,12.0
13.0,11.0
13.0,11.0
13.0,11.0
13.0,11.0
13.0,11.0
13.0,11.0
13.0,11.0
13.0,11.0
13.0,11.0
13.0,11.0
13.0,11.0
13.0,11.0
13.0,11.0
13.0,11.0
13.0,11.0
13.0,11.0
13.0,11.0
13.0,11.0
13.0,11.0
12.0,11.0
12.0,11.0
12.0,11.0
12.0,11.0
12.0,11.0
12.0,11.0
12.0,11.0
12.0,11.0
12.0,11.0
12.0,11.0
12.0,11.0
12.0,11.0
12.0,11.0
12.0,11.0
12.0,11.0
12.0,11.0
12.0,10.0
12.0,10.0
12.0,10.0
12.0,10.0
12.0,10.0
12.0,10.0
12.0,10.0
12.0,10.0
12.0,10.0
12.0,10.0
12.0,10.0
12.0,10.0
12.0,10.0
12.0,10.0
12.0,10.0
12.0,10.0
12.0,10.0
12.0,10.0
12.0,10.0
12.0,10.0
12.0,10.0
12.0,10.0
12.0,10.0
12.0,10.0
12.0,10.0
12.0,10.0
12.0,10.0
12.0,10.0
12.0,10.0
12.0,10.0
12.0,10.0
12.0,10.0
12.0,10.0
12.0,10.0
11.0,10.0
11.0,10.0
11.0,10.0
11.0,10.0
11.0,10.0
11.0,10.0
11.0,10.0
11.0,10.0
11.0,10.0
11.0,10.0
11.0,10.0
11.0,10.0
11.0,10.0
11.0,10.0
11.0,10.0
11.0,10.0
11.0,10.0
11.0,10.0
11.0,9.0
11.0,9.0
11.0,9.0
11.0,9.0
11.0,9.0
11.0,9.0
11.0,9.0
11.0,9.0
11.0,9.0
11.0,9.0
11.0,9.0
11.0,9.0
11.0,9.0
11.0,9.0
11.0,9.0
11.0,9.0
11.0,9.0
11.0,9.0
11.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,9.0
9.0,9.0
9.0,9.0
9.0,9.0
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
9.0,
