0,1,2,3,4,5,6,7,8,9
13.0,19.0,29.0,,13.0,21.0,35.0,16.0,24.0,19.0
13.0,19.0,28.0,,13.0,20.0,34.0,16.0,23.0,19.0
13.0,18.0,28.0,,13.0,20.0,32.0,15.0,22.0,19.0
13.0,18.0,28.0,,12.0,20.0,32.0,15.0,22.0,16.0
12.0,17.0,27.0,,12.0,19.0,32.0,15.0,22.0,16.0
12.0,17.0,27.0,,12.0,19.0,31.0,14.0,21.0,15.0
12.0,17.0,25.0,,11.0,19.0,31.0,14.0,20.0,15.0
12.0,16.0,25.0,,11.0,19.0,31.0,14.0,20.0,15.0
12.0,16.0,24.0,,11.0,19.0,30.0,14.0,20.0,14.0
12.0,16.0,24.0,,10.0,19.0,29.0,14.0,20.0,13.0
12.0,16.0,23.0,,10.0,19.0,29.0,13.0,19.0,13.0
11.0,15.0,23.0,,10.0,18.0,25.0,13.0,18.0,13.0
11.0,14.0,22.0,,9.0,18.0,25.0,13.0,18.0,12.0
11.0,14.0,22.0,,9.0,18.0,24.0,13.0,17.0,12.0
11.0,14.0,21.0,,9.0,18.0,24.0,13.0,16.0,11.0
11.0,13.0,21.0,,9.0,17.0,24.0,12.0,16.0,11.0
11.0,13.0,20.0,,9.0,17.0,23.0,12.0,15.0,11.0
11.0,13.0,20.0,,9.0,17.0,23.0,12.0,15.0,11.0
11.0,13.0,20.0,,9.0,16.0,22.0,12.0,14.0,11.0
10.0,13.0,20.0,,9.0,16.0,22.0,12.0,14.0,10.0
10.0,13.0,19.0,,,16.0,22.0,11.0,14.0,10.0
10.0,12.0,19.0,,,16.0,21.0,11.0,14.0,10.0
9.0,11.0,18.0,,,15.0,21.0,11.0,14.0,10.0
9.0,11.0,18.0,,,15.0,21.0,11.0,14.0,10.0
9.0,11.0,18.0,,,15.0,20.0,11.0,13.0,10.0
9.0,11.0,18.0,,,14.0,20.0,11.0,13.0,9.0
9.0,11.0,17.0,,,14.0,19.0,10.0,13.0,9.0
9.0,10.0,17.0,,,14.0,18.0,10.0,13.0,9.0
9.0,10.0,17.0,,,14.0,18.0,10.0,12.0,9.0
9.0,10.0,17.0,,,14.0,18.0,10.0,12.0,9.0
9.0,10.0,17.0,,,13.0,18.0,10.0,11.0,9.0
9.0,10.0,17.0,,,13.0,18.0,10.0,11.0,9.0
9.0,10.0,16.0,,,13.0,17.0,10.0,11.0,9.0
9.0,10.0,16.0,,,13.0,17.0,10.0,11.0,9.0
9.0,10.0,16.0,,,13.0,17.0,9.0,11.0,
,9.0,16.0,,,13.0,17.0,9.0,10.0,
,9.0,16.0,,,13.0,17.0,9.0,10.0,
,9.0,16.0,,,13.0,17.0,,10.0,
,,15.0,,,12.0,17.0,,10.0,
,,15.0,,,12.0,16.0,,10.0,
,,15.0,,,12.0,16.0,,10.0,
,,15.0,,,12.0,16.0,,10.0,
,,15.0,,,12.0,16.0,,10.0,
,,15.0,,,11.0,16.0,,10.0,
,,15.0,,,11.0,15.0,,9.0,
,,14.0,,,11.0,15.0,,9.0,
,,14.0,,,11.0,15.0,,9.0,
,,14.0,,,11.0,14.0,,9.0,
,,14.0,,,11.0,14.0,,9.0,
,,14.0,,,11.0,14.0,,9.0,
,,14.0,,,11.0,14.0,,9.0,
,,13.0,,,11.0,14.0,,9.0,
,,13.0,,,11.0,14.0,,9.0,
,,13.0,,,10.0,13.0,,9.0,
,,13.0,,,10.0,13.0,,9.0,
,,13.0,,,10.0,13.0,,9.0,
,,12.0,,,10.0,13.0,,9.0,
,,12.0,,,10.0,13.0,,9.0,
,,12.0,,,10.0,12.0,,9.0,
,,11.0,,,10.0,12.0,,9.0,
,,11.0,,,10.0,12.0,,9.0,
,,11.0,,,10.0,12.0,,9.0,
,,11.0,,,10.0,12.0,,,
,,11.0,,,9.0,12.0,,,
,,11.0,,,9.0,11.0,,,
,,11.0,,,9.0,11.0,,,
,,11.0,,,9.0,11.0,,,
,,11.0,,,9.0,11.0,,,
,,10.0,,,9.0,11.0,,,
,,10.0,,,9.0,11.0,,,
,,10.0,,,,11.0,,,
,,10.0,,,,11.0,,,
,,10.0,,,,11.0,,,
,,10.0,,,,11.0,,,
,,10.0,,,,10.0,,,
,,10.0,,,,10.0,,,
,,10.0,,,,10.0,,,
,,10.0,,,,10.0,,,
,,10.0,,,,10.0,,,
,,10.0,,,,10.0,,,
,,10.0,,,,10.0,,,
,,10.0,,,,10.0,,,
,,9.0,,,,10.0,,,
,,9.0,,,,10.0,,,
,,9.0,,,,9.0,,,
,,9.0,,,,9.0,,,
,,9.0,,,,9.0,,,
,,9.0,,,,9.0,,,
,,9.0,,,,9.0,,,
,,9.0,,,,9.0,,,
,,9.0,,,,9.0,,,
,,9.0,,,,9.0,,,
,,9.0,,,,9.0,,,
,,9.0,,,,9.0,,,
,,9.0,,,,9.0,,,
,,,,,,9.0,,,
,,,,,,9.0,,,
,,,,,,9.0,,,
,,,,,,9.0,,,
,,,,,,9.0,,,
,,,,,,9.0,,,
,,,,,,9.0,,,
,,,,,,9.0,,,
,,,,,,9.0,,,
